ph;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;_PartInd_;Potability
0.505287688119832;0.3712945800574009;0.04803984546695323;-0.7918086890458887;2.0523079147508723;0.9251830468830025;0.565242368401965;-0.36539347949762374;-0.17745664020537089;0;0
-0.7094332074866867;0.9350836488352774;-1.0160803923128716;0.8509166403229016;1.6177768266444914;-1.501693295666197;-2.169448216673508;-1.5814035193536684;-0.48650157997150895;0;1
0.9290483862699547;0.9807103371987301;0.8081922888665247;-0.5857141838170109;-0.019215885440184117;-0.8181371987690657;0.08540401872987374;-0.3515734614565755;0.5472018030989961;0;0
-0.22772780009995205;0.6712477566774585;-0.0018529616939436154;0.030737708261721147;-0.019215885440184117;-0.6779545953435289;0.7748608094045737;0.5016230124602241;-0.09155431598693853;0;0
-0.39024209521082037;0.17667328042109154;-0.5481560947625378;-0.571875045560358;-0.19617735343408343;0.6654785056253466;0.6864384883233134;-1.2638264625894018;-0.5447458287109421;0;0
0.4494615075854866;-0.42841306745514907;-0.24828211686451973;1.0870022344929609;1.340681801600095;0.7553741883462725;-1.6401357405983352;-0.5247459590311104;-0.5543061746974899;0;0
-0.20709228740085825;-1.291644718484583;-0.7264622086859202;-0.6455812420190337;0.2556620430012488;2.1014070822813364;0.8634318737941228;-0.6357774360789108;-1.2256427985383183;0;1
-0.134018191250484;0.4284632168417802;-0.8665538076225667;0.0796294933209162;-0.4696714321910806;1.7609205540024928;0.5114187218220567;0.2818785999984903;0.16471444243168737;0;0
-0.030568906206873525;0.6911674340963224;1.0454685010208684;-0.21516812541143499;-1.9285308599377686;-0.20320073663565277;0.5874502624981233;0.2968758948307118;-2.5495831387199566;0;0
-0.030568906206873525;-1.0632170632547702;0.8461618501424377;-0.054765598471079174;0.4598833209522585;-0.6442134584345195;1.6656441337977679;1.3002689570136572;-0.6103682780452397;0;1
-0.030568906206873525;1.148349408342098;0.6061851495910856;0.11325824948791184;-0.8810824235403757;0.7766170079010632;0.5309721628880876;-0.48376295751070625;-0.993905940254953;0;0
-0.48088337273530724;-0.47689899251259604;-0.5006815829562069;-0.40322525627791395;0.9374419365971637;-0.20183954551156244;-0.8113313221746161;0.02541508728800678;0.7233157385065923;0;1
1.0746013726224952;-2.504122964604553;0.18571450843257273;1.012532481017389;-0.020494990982079103;-1.3502705163322863;0.6936869323820358;-0.8420597042864179;-1.3817195291706768;0;1
-0.030568906206873525;0.5840260775317674;0.393968858982446;-0.8312959002439837;-1.8675454243529535;0.01772450815179751;-0.7337158098409041;0.31667552447884645;-1.0763774337603735;0;0
0.8202895712115394;0.0009573933501123113;-0.31869216490645785;0.15103684314160265;0.25303212239065354;-0.48159497429510906;-0.03679132667939566;0.444691950560102;1.8773618909816057;0;0
